metric,metric_display,test,trend,aspect,total_strata,combined_z_stat,two_tailed_p,one_sided_p_value,supports_expected,expected_direction,finding,scenario,example_count,model_id,model_name,jt_statistic,jt_pvalue,rule_count
false_tool_count,False Tool Count,jonckheere_terpstra,example_count,example_count_vs_false_tool_count,,,,,False,decreasing,No significant monotonic decreasing trend detected (p=0.251).,2.0,,-3,mistral-nemo (12.2 B),1.5,0.25087456271864067,7.0
false_tool_count,False Tool Count,jonckheere_terpstra,example_count,example_count_vs_false_tool_count,,,,,False,decreasing,No significant monotonic decreasing trend detected (p=0.235).,2.0,,-1,llama 3.2 (3.2 B),1.5,0.23488255872063968,8.0
false_tool_count,False Tool Count,jonckheere_terpstra,example_count,example_count_vs_false_tool_count,,,,,False,decreasing,No significant monotonic decreasing trend detected (p=0.251).,2.0,,-1,llama 3.2 (3.2 B),1.5,0.25087456271864067,9.0
false_tool_count,False Tool Count,jonckheere_terpstra,example_count,example_count_vs_false_tool_count,,,,,False,decreasing,No significant monotonic decreasing trend detected (p=0.254).,2.0,,-1,llama 3.2 (3.2 B),1.5,0.2543728135932034,10.0
false_tool_count,False Tool Count,jonckheere_terpstra,example_count,example_count_vs_false_tool_count,,,,,False,decreasing,No significant monotonic decreasing trend detected (p=0.251).,2.0,,-1,llama 3.2 (3.2 B),1.5,0.25087456271864067,11.0
false_tool_count,False Tool Count,jonckheere_terpstra,example_count,example_count_vs_false_tool_count,,,,,False,decreasing,No significant monotonic decreasing trend detected (p=0.258).,2.0,,-1,llama 3.2 (3.2 B),1.5,0.25787106446776614,12.0
false_tool_count,False Tool Count,jonckheere_terpstra,example_count,example_count_vs_false_tool_count,,,,,False,decreasing,No significant monotonic decreasing trend detected (p=0.252).,2.0,,-2,llama 3.1 (8 B),1.5,0.25237381309345325,13.0
false_edge_count,False Dependency Count,spearman_meta,rule_count,rule_count_vs_false_edge_count,25.0,-2.496831209711235,0.01253085865985856,0.00626542932992928,True,decreasing,Combined correlation supports decreasing False Dependency Count with more rules,,,,,,,
false_edge_count,False Dependency Count,spearman_meta,example_count,example_count_vs_false_edge_count,84.0,-10.519941078264619,6.99172941119388e-26,3.49586470559694e-26,True,decreasing,Combined correlation supports decreasing False Dependency Count with more examples,,,,,,,
false_edge_count,False Dependency Count,jonckheere_terpstra,rule_count,rule_count_vs_false_edge_count,,,,,False,decreasing,No significant monotonic decreasing trend detected (p=0.942).,1.0,0.0,-1,llama 3.2 (3.2 B),51.0,0.9415292353823088,
false_edge_count,False Dependency Count,jonckheere_terpstra,rule_count,rule_count_vs_false_edge_count,,,,,False,decreasing,No significant monotonic decreasing trend detected (p=0.47).,1.0,0.0,-2,llama 3.1 (8 B),38.0,0.46976511744127936,
false_edge_count,False Dependency Count,jonckheere_terpstra,rule_count,rule_count_vs_false_edge_count,,,,,True,decreasing,Evidence for decreasing False Dependency Count with higher rule count (p=0.001).,1.0,0.0,-3,mistral-nemo (12.2 B),17.0,0.0009995002498750624,
false_edge_count,False Dependency Count,jonckheere_terpstra,rule_count,rule_count_vs_false_edge_count,,,,,False,decreasing,No significant monotonic decreasing trend detected (p=0.583).,1.0,0.0,-4,gpt-oss (20.9 B),40.0,0.5827086456771614,
false_edge_count,False Dependency Count,jonckheere_terpstra,rule_count,rule_count_vs_false_edge_count,,,,,False,decreasing,No significant monotonic decreasing trend detected (p=0.718).,1.0,1.0,-1,llama 3.2 (3.2 B),42.5,0.7176411794102948,
false_edge_count,False Dependency Count,jonckheere_terpstra,rule_count,rule_count_vs_false_edge_count,,,,,False,decreasing,No significant monotonic decreasing trend detected (p=0.41).,1.0,1.0,-2,llama 3.1 (8 B),36.5,0.4102948525737131,
false_edge_count,False Dependency Count,jonckheere_terpstra,rule_count,rule_count_vs_false_edge_count,,,,,False,decreasing,No significant monotonic decreasing trend detected (p=0.291).,1.0,1.0,-4,gpt-oss (20.9 B),34.5,0.2908545727136432,
false_edge_count,False Dependency Count,jonckheere_terpstra,rule_count,rule_count_vs_false_edge_count,,,,,False,decreasing,No significant monotonic decreasing trend detected (p=0.977).,1.0,2.0,-1,llama 3.2 (3.2 B),52.5,0.9765117441279361,
false_edge_count,False Dependency Count,jonckheere_terpstra,rule_count,rule_count_vs_false_edge_count,,,,,False,decreasing,No significant monotonic decreasing trend detected (p=0.713).,1.0,2.0,-2,llama 3.1 (8 B),42.5,0.7126436781609196,
false_edge_count,False Dependency Count,jonckheere_terpstra,rule_count,rule_count_vs_false_edge_count,,,,,False,decreasing,No significant monotonic decreasing trend detected (p=0.372).,1.0,2.0,-3,mistral-nemo (12.2 B),37.0,0.37181409295352325,
false_edge_count,False Dependency Count,jonckheere_terpstra,rule_count,rule_count_vs_false_edge_count,,,,,False,decreasing,No significant monotonic decreasing trend detected (p=0.672).,1.0,2.0,-4,gpt-oss (20.9 B),41.5,0.6721639180409795,
false_edge_count,False Dependency Count,jonckheere_terpstra,rule_count,rule_count_vs_false_edge_count,,,,,True,decreasing,Evidence for decreasing False Dependency Count with higher rule count (p=0.002).,1.0,3.0,-1,llama 3.2 (3.2 B),20.0,0.001999000499750125,
false_edge_count,False Dependency Count,jonckheere_terpstra,rule_count,rule_count_vs_false_edge_count,,,,,True,decreasing,Evidence for decreasing False Dependency Count with higher rule count (p=0.008).,1.0,3.0,-2,llama 3.1 (8 B),27.5,0.0079960019990005,
false_edge_count,False Dependency Count,jonckheere_terpstra,rule_count,rule_count_vs_false_edge_count,,,,,False,decreasing,No significant monotonic decreasing trend detected (p=0.992).,1.0,3.0,-3,mistral-nemo (12.2 B),49.0,0.991504247876062,
false_edge_count,False Dependency Count,jonckheere_terpstra,rule_count,rule_count_vs_false_edge_count,,,,,False,decreasing,No significant monotonic decreasing trend detected (p=0.33).,2.0,0.0,-1,llama 3.2 (3.2 B),35.0,0.32983508245877063,
false_edge_count,False Dependency Count,jonckheere_terpstra,rule_count,rule_count_vs_false_edge_count,,,,,False,decreasing,No significant monotonic decreasing trend detected (p=1).,2.0,0.0,-2,llama 3.1 (8 B),58.5,1.0,
false_edge_count,False Dependency Count,jonckheere_terpstra,rule_count,rule_count_vs_false_edge_count,,,,,True,decreasing,Evidence for decreasing False Dependency Count with higher rule count (p=0.007).,2.0,0.0,-3,mistral-nemo (12.2 B),19.0,0.0069965017491254375,
false_edge_count,False Dependency Count,jonckheere_terpstra,rule_count,rule_count_vs_false_edge_count,,,,,False,decreasing,No significant monotonic decreasing trend detected (p=0.112).,2.0,1.0,-1,llama 3.2 (3.2 B),29.0,0.11244377811094453,
false_edge_count,False Dependency Count,jonckheere_terpstra,rule_count,rule_count_vs_false_edge_count,,,,,False,decreasing,No significant monotonic decreasing trend detected (p=0.126).,2.0,1.0,-2,llama 3.1 (8 B),32.5,0.12643678160919541,
false_edge_count,False Dependency Count,jonckheere_terpstra,rule_count,rule_count_vs_false_edge_count,,,,,True,decreasing,Evidence for decreasing False Dependency Count with higher rule count (p=0.0435).,2.0,1.0,-3,mistral-nemo (12.2 B),25.0,0.043478260869565216,
false_edge_count,False Dependency Count,jonckheere_terpstra,rule_count,rule_count_vs_false_edge_count,,,,,False,decreasing,No significant monotonic decreasing trend detected (p=0.158).,2.0,2.0,-1,llama 3.2 (3.2 B),34.0,0.15792103948025987,
false_edge_count,False Dependency Count,jonckheere_terpstra,rule_count,rule_count_vs_false_edge_count,,,,,False,decreasing,No significant monotonic decreasing trend detected (p=0.841).,2.0,2.0,-4,gpt-oss (20.9 B),44.0,0.8405797101449275,
false_edge_count,False Dependency Count,jonckheere_terpstra,rule_count,rule_count_vs_false_edge_count,,,,,True,decreasing,Evidence for decreasing False Dependency Count with higher rule count (p=0.025).,2.0,3.0,-1,llama 3.2 (3.2 B),25.0,0.02498750624687656,
false_edge_count,False Dependency Count,jonckheere_terpstra,rule_count,rule_count_vs_false_edge_count,,,,,False,decreasing,No significant monotonic decreasing trend detected (p=0.547).,2.0,3.0,-2,llama 3.1 (8 B),39.0,0.5472263868065967,
false_edge_count,False Dependency Count,jonckheere_terpstra,rule_count,rule_count_vs_false_edge_count,,,,,False,decreasing,No significant monotonic decreasing trend detected (p=0.294).,2.0,3.0,-4,gpt-oss (20.9 B),35.0,0.2943528235882059,
false_edge_count,False Dependency Count,jonckheere_terpstra,example_count,example_count_vs_false_edge_count,,,,,False,decreasing,No significant monotonic decreasing trend detected (p=0.071).,1.0,,-1,llama 3.2 (3.2 B),0.5,0.07096451774112944,1.0
false_edge_count,False Dependency Count,jonckheere_terpstra,example_count,example_count_vs_false_edge_count,,,,,False,decreasing,No significant monotonic decreasing trend detected (p=0.243).,1.0,,-2,llama 3.1 (8 B),1.5,0.2433783108445777,1.0
false_edge_count,False Dependency Count,jonckheere_terpstra,example_count,example_count_vs_false_edge_count,,,,,False,decreasing,No significant monotonic decreasing trend detected (p=0.243).,1.0,,-3,mistral-nemo (12.2 B),1.5,0.2433783108445777,1.0
false_edge_count,False Dependency Count,jonckheere_terpstra,example_count,example_count_vs_false_edge_count,,,,,False,decreasing,No significant monotonic decreasing trend detected (p=0.164).,1.0,,-1,llama 3.2 (3.2 B),1.0,0.16441779110444776,2.0
false_edge_count,False Dependency Count,jonckheere_terpstra,example_count,example_count_vs_false_edge_count,,,,,False,decreasing,No significant monotonic decreasing trend detected (p=0.838).,1.0,,-2,llama 3.1 (8 B),4.0,0.8380809595202399,2.0
false_edge_count,False Dependency Count,jonckheere_terpstra,example_count,example_count_vs_false_edge_count,,,,,False,decreasing,No significant monotonic decreasing trend detected (p=0.26).,1.0,,-3,mistral-nemo (12.2 B),1.5,0.26036981509245377,2.0
false_edge_count,False Dependency Count,jonckheere_terpstra,example_count,example_count_vs_false_edge_count,,,,,False,decreasing,No significant monotonic decreasing trend detected (p=0.256).,1.0,,-4,gpt-oss (20.9 B),1.5,0.255872063968016,2.0
false_edge_count,False Dependency Count,jonckheere_terpstra,example_count,example_count_vs_false_edge_count,,,,,False,decreasing,No significant monotonic decreasing trend detected (p=0.167).,1.0,,-1,llama 3.2 (3.2 B),1.0,0.16741629185407297,3.0
false_edge_count,False Dependency Count,jonckheere_terpstra,example_count,example_count_vs_false_edge_count,,,,,False,decreasing,No significant monotonic decreasing trend detected (p=0.747).,1.0,,-2,llama 3.1 (8 B),3.5,0.7471264367816092,3.0
false_edge_count,False Dependency Count,jonckheere_terpstra,example_count,example_count_vs_false_edge_count,,,,,False,decreasing,No significant monotonic decreasing trend detected (p=0.243).,1.0,,-3,mistral-nemo (12.2 B),1.5,0.2433783108445777,3.0
false_edge_count,False Dependency Count,jonckheere_terpstra,example_count,example_count_vs_false_edge_count,,,,,False,decreasing,No significant monotonic decreasing trend detected (p=0.502).,1.0,,-4,gpt-oss (20.9 B),2.5,0.5022488755622189,3.0
false_edge_count,False Dependency Count,jonckheere_terpstra,example_count,example_count_vs_false_edge_count,,,,,False,decreasing,No significant monotonic decreasing trend detected (p=0.081).,1.0,,-1,llama 3.2 (3.2 B),0.5,0.08095952023988005,4.0
false_edge_count,False Dependency Count,jonckheere_terpstra,example_count,example_count_vs_false_edge_count,,,,,False,decreasing,No significant monotonic decreasing trend detected (p=0.0825).,1.0,,-2,llama 3.1 (8 B),0.5,0.08245877061469266,4.0
false_edge_count,False Dependency Count,jonckheere_terpstra,example_count,example_count_vs_false_edge_count,,,,,False,decreasing,No significant monotonic decreasing trend detected (p=0.269).,1.0,,-3,mistral-nemo (12.2 B),1.5,0.2688655672163918,4.0
false_edge_count,False Dependency Count,jonckheere_terpstra,example_count,example_count_vs_false_edge_count,,,,,False,decreasing,No significant monotonic decreasing trend detected (p=0.248).,1.0,,-4,gpt-oss (20.9 B),1.5,0.2478760619690155,4.0
false_edge_count,False Dependency Count,jonckheere_terpstra,example_count,example_count_vs_false_edge_count,,,,,False,decreasing,No significant monotonic decreasing trend detected (p=0.171).,1.0,,-1,llama 3.2 (3.2 B),1.0,0.17091454272863568,5.0
false_edge_count,False Dependency Count,jonckheere_terpstra,example_count,example_count_vs_false_edge_count,,,,,False,decreasing,No significant monotonic decreasing trend detected (p=0.169).,1.0,,-2,llama 3.1 (8 B),1.0,0.16941529235382308,5.0
false_edge_count,False Dependency Count,jonckheere_terpstra,example_count,example_count_vs_false_edge_count,,,,,False,decreasing,No significant monotonic decreasing trend detected (p=0.76).,1.0,,-3,mistral-nemo (12.2 B),3.5,0.7596201899050474,5.0
false_edge_count,False Dependency Count,jonckheere_terpstra,example_count,example_count_vs_false_edge_count,,,,,True,decreasing,Evidence for decreasing False Dependency Count with higher example count (p=0.0435).,1.0,,-1,llama 3.2 (3.2 B),0.0,0.043478260869565216,6.0
false_edge_count,False Dependency Count,jonckheere_terpstra,example_count,example_count_vs_false_edge_count,,,,,False,decreasing,No significant monotonic decreasing trend detected (p=0.507).,1.0,,-2,llama 3.1 (8 B),2.5,0.5067466266866567,6.0
false_edge_count,False Dependency Count,jonckheere_terpstra,example_count,example_count_vs_false_edge_count,,,,,False,decreasing,No significant monotonic decreasing trend detected (p=0.503).,1.0,,-4,gpt-oss (20.9 B),2.5,0.5027486256871564,6.0
false_edge_count,False Dependency Count,jonckheere_terpstra,example_count,example_count_vs_false_edge_count,,,,,False,decreasing,No significant monotonic decreasing trend detected (p=0.172).,1.0,,-1,llama 3.2 (3.2 B),1.0,0.17191404297851073,7.0
false_edge_count,False Dependency Count,jonckheere_terpstra,example_count,example_count_vs_false_edge_count,,,,,False,decreasing,No significant monotonic decreasing trend detected (p=0.524).,1.0,,-2,llama 3.1 (8 B),2.5,0.5237381309345327,7.0
false_edge_count,False Dependency Count,jonckheere_terpstra,example_count,example_count_vs_false_edge_count,,,,,True,decreasing,Evidence for decreasing False Dependency Count with higher example count (p=0.034).,1.0,,-1,llama 3.2 (3.2 B),0.0,0.03398300849575212,8.0
false_edge_count,False Dependency Count,jonckheere_terpstra,example_count,example_count_vs_false_edge_count,,,,,False,decreasing,No significant monotonic decreasing trend detected (p=0.492).,1.0,,-2,llama 3.1 (8 B),2.5,0.49225387306346824,8.0
false_edge_count,False Dependency Count,jonckheere_terpstra,example_count,example_count_vs_false_edge_count,,,,,False,decreasing,No significant monotonic decreasing trend detected (p=0.242).,1.0,,-4,gpt-oss (20.9 B),1.5,0.24187906046976512,8.0
false_edge_count,False Dependency Count,jonckheere_terpstra,example_count,example_count_vs_false_edge_count,,,,,False,decreasing,No significant monotonic decreasing trend detected (p=0.163).,1.0,,-1,llama 3.2 (3.2 B),1.0,0.1629185407296352,9.0
false_edge_count,False Dependency Count,jonckheere_terpstra,example_count,example_count_vs_false_edge_count,,,,,False,decreasing,No significant monotonic decreasing trend detected (p=0.491).,1.0,,-2,llama 3.1 (8 B),2.5,0.4912543728135932,9.0
false_edge_count,False Dependency Count,jonckheere_terpstra,example_count,example_count_vs_false_edge_count,,,,,False,decreasing,No significant monotonic decreasing trend detected (p=0.173).,1.0,,-4,gpt-oss (20.9 B),1.0,0.17341329335332334,9.0
false_edge_count,False Dependency Count,jonckheere_terpstra,example_count,example_count_vs_false_edge_count,,,,,False,decreasing,No significant monotonic decreasing trend detected (p=0.256).,1.0,,-1,llama 3.2 (3.2 B),1.5,0.255872063968016,10.0
false_edge_count,False Dependency Count,jonckheere_terpstra,example_count,example_count_vs_false_edge_count,,,,,True,decreasing,Evidence for decreasing False Dependency Count with higher example count (p=0.0365).,1.0,,-2,llama 3.1 (8 B),0.0,0.03648175912043978,10.0
false_edge_count,False Dependency Count,jonckheere_terpstra,example_count,example_count_vs_false_edge_count,,,,,False,decreasing,No significant monotonic decreasing trend detected (p=1).,1.0,,-3,mistral-nemo (12.2 B),4.5,1.0,10.0
false_edge_count,False Dependency Count,jonckheere_terpstra,example_count,example_count_vs_false_edge_count,,,,,False,decreasing,No significant monotonic decreasing trend detected (p=0.167).,1.0,,-1,llama 3.2 (3.2 B),1.0,0.16741629185407297,11.0
false_edge_count,False Dependency Count,jonckheere_terpstra,example_count,example_count_vs_false_edge_count,,,,,False,decreasing,No significant monotonic decreasing trend detected (p=0.491).,1.0,,-2,llama 3.1 (8 B),2.5,0.4912543728135932,11.0
false_edge_count,False Dependency Count,jonckheere_terpstra,example_count,example_count_vs_false_edge_count,,,,,False,decreasing,No significant monotonic decreasing trend detected (p=1).,1.0,,-3,mistral-nemo (12.2 B),4.5,1.0,11.0
false_edge_count,False Dependency Count,jonckheere_terpstra,example_count,example_count_vs_false_edge_count,,,,,False,decreasing,No significant monotonic decreasing trend detected (p=0.17).,1.0,,-1,llama 3.2 (3.2 B),1.0,0.17041479260369816,12.0
false_edge_count,False Dependency Count,jonckheere_terpstra,example_count,example_count_vs_false_edge_count,,,,,False,decreasing,No significant monotonic decreasing trend detected (p=0.748).,1.0,,-2,llama 3.1 (8 B),3.5,0.7481259370314842,12.0
false_edge_count,False Dependency Count,jonckheere_terpstra,example_count,example_count_vs_false_edge_count,,,,,False,decreasing,No significant monotonic decreasing trend detected (p=1).,1.0,,-3,mistral-nemo (12.2 B),4.5,1.0,12.0
false_edge_count,False Dependency Count,jonckheere_terpstra,example_count,example_count_vs_false_edge_count,,,,,False,decreasing,No significant monotonic decreasing trend detected (p=0.491).,1.0,,-4,gpt-oss (20.9 B),2.5,0.4912543728135932,12.0
false_edge_count,False Dependency Count,jonckheere_terpstra,example_count,example_count_vs_false_edge_count,,,,,False,decreasing,No significant monotonic decreasing trend detected (p=0.155).,1.0,,-1,llama 3.2 (3.2 B),1.0,0.1549225387306347,13.0
false_edge_count,False Dependency Count,jonckheere_terpstra,example_count,example_count_vs_false_edge_count,,,,,False,decreasing,No significant monotonic decreasing trend detected (p=0.079).,1.0,,-2,llama 3.1 (8 B),0.5,0.07896051974012994,13.0
false_edge_count,False Dependency Count,jonckheere_terpstra,example_count,example_count_vs_false_edge_count,,,,,False,decreasing,No significant monotonic decreasing trend detected (p=1).,1.0,,-3,mistral-nemo (12.2 B),4.5,1.0,13.0
false_edge_count,False Dependency Count,jonckheere_terpstra,example_count,example_count_vs_false_edge_count,,,,,True,decreasing,Evidence for decreasing False Dependency Count with higher example count (p=0.036).,2.0,,-1,llama 3.2 (3.2 B),0.0,0.035982008995502246,1.0
false_edge_count,False Dependency Count,jonckheere_terpstra,example_count,example_count_vs_false_edge_count,,,,,False,decreasing,No significant monotonic decreasing trend detected (p=0.526).,2.0,,-2,llama 3.1 (8 B),2.5,0.5257371314342829,1.0
false_edge_count,False Dependency Count,jonckheere_terpstra,example_count,example_count_vs_false_edge_count,,,,,False,decreasing,No significant monotonic decreasing trend detected (p=0.238).,2.0,,-3,mistral-nemo (12.2 B),1.5,0.2383808095952024,1.0
false_edge_count,False Dependency Count,jonckheere_terpstra,example_count,example_count_vs_false_edge_count,,,,,False,decreasing,No significant monotonic decreasing trend detected (p=1).,2.0,,-4,gpt-oss (20.9 B),4.5,1.0,1.0
false_edge_count,False Dependency Count,jonckheere_terpstra,example_count,example_count_vs_false_edge_count,,,,,False,decreasing,No significant monotonic decreasing trend detected (p=0.253).,2.0,,-1,llama 3.2 (3.2 B),1.5,0.25337331334332835,2.0
false_edge_count,False Dependency Count,jonckheere_terpstra,example_count,example_count_vs_false_edge_count,,,,,False,decreasing,No significant monotonic decreasing trend detected (p=0.497).,2.0,,-2,llama 3.1 (8 B),2.5,0.49725137431284355,2.0
false_edge_count,False Dependency Count,jonckheere_terpstra,example_count,example_count_vs_false_edge_count,,,,,False,decreasing,No significant monotonic decreasing trend detected (p=0.0655).,2.0,,-3,mistral-nemo (12.2 B),0.5,0.06546726636681659,2.0
false_edge_count,False Dependency Count,jonckheere_terpstra,example_count,example_count_vs_false_edge_count,,,,,False,decreasing,No significant monotonic decreasing trend detected (p=0.233).,2.0,,-1,llama 3.2 (3.2 B),1.5,0.23288355822088955,3.0
false_edge_count,False Dependency Count,jonckheere_terpstra,example_count,example_count_vs_false_edge_count,,,,,False,decreasing,No significant monotonic decreasing trend detected (p=0.173).,2.0,,-2,llama 3.1 (8 B),1.0,0.17341329335332334,3.0
false_edge_count,False Dependency Count,jonckheere_terpstra,example_count,example_count_vs_false_edge_count,,,,,False,decreasing,No significant monotonic decreasing trend detected (p=0.087).,2.0,,-3,mistral-nemo (12.2 B),0.5,0.08695652173913043,3.0
false_edge_count,False Dependency Count,jonckheere_terpstra,example_count,example_count_vs_false_edge_count,,,,,False,decreasing,No significant monotonic decreasing trend detected (p=1).,2.0,,-4,gpt-oss (20.9 B),4.5,1.0,3.0
false_edge_count,False Dependency Count,jonckheere_terpstra,example_count,example_count_vs_false_edge_count,,,,,False,decreasing,No significant monotonic decreasing trend detected (p=0.247).,2.0,,-1,llama 3.2 (3.2 B),1.5,0.24687656171914044,4.0
false_edge_count,False Dependency Count,jonckheere_terpstra,example_count,example_count_vs_false_edge_count,,,,,False,decreasing,No significant monotonic decreasing trend detected (p=0.249).,2.0,,-2,llama 3.1 (8 B),1.5,0.24887556221889057,4.0
false_edge_count,False Dependency Count,jonckheere_terpstra,example_count,example_count_vs_false_edge_count,,,,,False,decreasing,No significant monotonic decreasing trend detected (p=0.246).,2.0,,-3,mistral-nemo (12.2 B),1.5,0.2463768115942029,4.0
false_edge_count,False Dependency Count,jonckheere_terpstra,example_count,example_count_vs_false_edge_count,,,,,False,decreasing,No significant monotonic decreasing trend detected (p=0.231).,2.0,,-1,llama 3.2 (3.2 B),1.5,0.23138430784607697,5.0
false_edge_count,False Dependency Count,jonckheere_terpstra,example_count,example_count_vs_false_edge_count,,,,,False,decreasing,No significant monotonic decreasing trend detected (p=0.163).,2.0,,-2,llama 3.1 (8 B),1.0,0.1629185407296352,5.0
false_edge_count,False Dependency Count,jonckheere_terpstra,example_count,example_count_vs_false_edge_count,,,,,False,decreasing,No significant monotonic decreasing trend detected (p=0.0935).,2.0,,-3,mistral-nemo (12.2 B),0.5,0.09345327336331834,5.0
false_edge_count,False Dependency Count,jonckheere_terpstra,example_count,example_count_vs_false_edge_count,,,,,False,decreasing,No significant monotonic decreasing trend detected (p=0.25).,2.0,,-1,llama 3.2 (3.2 B),1.5,0.24987506246876562,6.0
false_edge_count,False Dependency Count,jonckheere_terpstra,example_count,example_count_vs_false_edge_count,,,,,False,decreasing,No significant monotonic decreasing trend detected (p=0.182).,2.0,,-2,llama 3.1 (8 B),1.0,0.18190904547726136,6.0
false_edge_count,False Dependency Count,jonckheere_terpstra,example_count,example_count_vs_false_edge_count,,,,,False,decreasing,No significant monotonic decreasing trend detected (p=0.252).,2.0,,-3,mistral-nemo (12.2 B),1.5,0.2518740629685157,6.0
false_edge_count,False Dependency Count,jonckheere_terpstra,example_count,example_count_vs_false_edge_count,,,,,False,decreasing,No significant monotonic decreasing trend detected (p=0.161).,2.0,,-1,llama 3.2 (3.2 B),1.0,0.16091954022988506,7.0
false_edge_count,False Dependency Count,jonckheere_terpstra,example_count,example_count_vs_false_edge_count,,,,,False,decreasing,No significant monotonic decreasing trend detected (p=0.239).,2.0,,-2,llama 3.1 (8 B),1.5,0.23888055972013994,7.0
false_edge_count,False Dependency Count,jonckheere_terpstra,example_count,example_count_vs_false_edge_count,,,,,False,decreasing,No significant monotonic decreasing trend detected (p=0.082).,2.0,,-3,mistral-nemo (12.2 B),0.5,0.08195902048975512,7.0
false_edge_count,False Dependency Count,jonckheere_terpstra,example_count,example_count_vs_false_edge_count,,,,,False,decreasing,No significant monotonic decreasing trend detected (p=1).,2.0,,-4,gpt-oss (20.9 B),4.5,1.0,7.0
false_edge_count,False Dependency Count,jonckheere_terpstra,example_count,example_count_vs_false_edge_count,,,,,False,decreasing,No significant monotonic decreasing trend detected (p=0.0815).,2.0,,-1,llama 3.2 (3.2 B),0.5,0.0814592703648176,8.0
false_edge_count,False Dependency Count,jonckheere_terpstra,example_count,example_count_vs_false_edge_count,,,,,False,decreasing,No significant monotonic decreasing trend detected (p=0.183).,2.0,,-2,llama 3.1 (8 B),1.0,0.18340829585207397,8.0
false_edge_count,False Dependency Count,jonckheere_terpstra,example_count,example_count_vs_false_edge_count,,,,,False,decreasing,No significant monotonic decreasing trend detected (p=0.258).,2.0,,-3,mistral-nemo (12.2 B),1.5,0.25837081459270367,8.0
false_edge_count,False Dependency Count,jonckheere_terpstra,example_count,example_count_vs_false_edge_count,,,,,False,decreasing,No significant monotonic decreasing trend detected (p=0.173).,2.0,,-1,llama 3.2 (3.2 B),1.0,0.17341329335332334,9.0
false_edge_count,False Dependency Count,jonckheere_terpstra,example_count,example_count_vs_false_edge_count,,,,,False,decreasing,No significant monotonic decreasing trend detected (p=0.176).,2.0,,-2,llama 3.1 (8 B),1.0,0.175912043978011,9.0
false_edge_count,False Dependency Count,jonckheere_terpstra,example_count,example_count_vs_false_edge_count,,,,,False,decreasing,No significant monotonic decreasing trend detected (p=0.259).,2.0,,-3,mistral-nemo (12.2 B),1.5,0.2588705647176412,9.0
false_edge_count,False Dependency Count,jonckheere_terpstra,example_count,example_count_vs_false_edge_count,,,,,False,decreasing,No significant monotonic decreasing trend detected (p=0.743).,2.0,,-4,gpt-oss (20.9 B),3.5,0.743128435782109,9.0
false_edge_count,False Dependency Count,jonckheere_terpstra,example_count,example_count_vs_false_edge_count,,,,,True,decreasing,Evidence for decreasing False Dependency Count with higher example count (p=0.0375).,2.0,,-1,llama 3.2 (3.2 B),0.0,0.037481259370314844,10.0
false_edge_count,False Dependency Count,jonckheere_terpstra,example_count,example_count_vs_false_edge_count,,,,,False,decreasing,No significant monotonic decreasing trend detected (p=0.0775).,2.0,,-2,llama 3.1 (8 B),0.5,0.07746126936531735,10.0
false_edge_count,False Dependency Count,jonckheere_terpstra,example_count,example_count_vs_false_edge_count,,,,,False,decreasing,No significant monotonic decreasing trend detected (p=0.747).,2.0,,-4,gpt-oss (20.9 B),3.5,0.7471264367816092,10.0
false_edge_count,False Dependency Count,jonckheere_terpstra,example_count,example_count_vs_false_edge_count,,,,,False,decreasing,No significant monotonic decreasing trend detected (p=0.164).,2.0,,-1,llama 3.2 (3.2 B),1.0,0.16391804097951024,11.0
false_edge_count,False Dependency Count,jonckheere_terpstra,example_count,example_count_vs_false_edge_count,,,,,False,decreasing,No significant monotonic decreasing trend detected (p=0.083).,2.0,,-2,llama 3.1 (8 B),0.5,0.08295852073963018,11.0
false_edge_count,False Dependency Count,jonckheere_terpstra,example_count,example_count_vs_false_edge_count,,,,,False,decreasing,No significant monotonic decreasing trend detected (p=0.484).,2.0,,-3,mistral-nemo (12.2 B),2.5,0.48375812093953025,11.0
false_edge_count,False Dependency Count,jonckheere_terpstra,example_count,example_count_vs_false_edge_count,,,,,False,decreasing,No significant monotonic decreasing trend detected (p=0.071).,2.0,,-1,llama 3.2 (3.2 B),0.5,0.07096451774112944,12.0
false_edge_count,False Dependency Count,jonckheere_terpstra,example_count,example_count_vs_false_edge_count,,,,,False,decreasing,No significant monotonic decreasing trend detected (p=0.163).,2.0,,-2,llama 3.1 (8 B),1.0,0.1634182908545727,12.0
false_edge_count,False Dependency Count,jonckheere_terpstra,example_count,example_count_vs_false_edge_count,,,,,False,decreasing,No significant monotonic decreasing trend detected (p=0.512).,2.0,,-1,llama 3.2 (3.2 B),2.5,0.511744127936032,13.0
false_edge_count,False Dependency Count,jonckheere_terpstra,example_count,example_count_vs_false_edge_count,,,,,False,decreasing,No significant monotonic decreasing trend detected (p=0.0925).,2.0,,-2,llama 3.1 (8 B),0.5,0.09245377311344327,13.0
false_edge_count,False Dependency Count,jonckheere_terpstra,example_count,example_count_vs_false_edge_count,,,,,False,decreasing,No significant monotonic decreasing trend detected (p=1).,2.0,,-4,gpt-oss (20.9 B),4.5,1.0,13.0
correct_output_format,Correct Output Format,spearman_meta,rule_count,rule_count_vs_correct_output_format,16.0,-1.638515368618198,0.10131423074484566,0.9493428846275772,False,increasing,No significant evidence of increasing Correct Output Format with more rules,,,,,,,
